timestamp,pH,temperature_C,dissolved_oxygen_mg_L,turbidity_NTU,ammonia_mg_L
2025-01-01 00:00:00,7.178812015898865,26.248357076505616,7.759198019377991,1.9569730350623213,0.3174143123833409
2025-01-01 01:00:00,7.203434533024818,26.461595742867008,7.839110799653853,1.990203228877907,0.31416617962678334
2025-01-01 02:00:00,7.161981650389004,27.350022878706273,7.618282249880516,2.0192884635762747,0.2531740077097254
2025-01-01 03:00:00,7.260032176887946,28.214993913038917,7.7008763271279985,2.284058438493854,0.3289792110881869
2025-01-01 04:00:00,7.336641454091087,27.667323365260962,8.10905505464943,1.775834807453977,0.22549586622116907
2025-01-01 05:00:00,7.2580406798479045,27.88021225515155,7.486655514584906,1.7460959025462022,0.26729078371198356
2025-01-01 06:00:00,7.393845488789839,28.86811034211811,7.870029598012808,2.3709859226428924,0.2000456093551096
2025-01-01 07:00:00,7.383059409112464,28.407141826456876,7.404427104327403,1.8612065774356106,0.3779313258481407
2025-01-01 08:00:00,7.336493414658336,27.60194832521759,7.505419587468296,1.6210893939268802,0.2884225253027352
2025-01-01 09:00:00,7.377699424635365,27.803182227757844,7.975101051339287,1.8544610173700389,0.4083442017408156
2025-01-01 10:00:00,7.4731012556398655,26.899024767715257,8.141727198244997,1.9009841794267999,0.34014749632597474
2025-01-01 11:00:00,7.434966362950055,26.42854184220025,8.19114170469876,2.4664888183177296,0.3224049106675512
2025-01-01 12:00:00,7.400439182744908,26.277773830684495,7.5635947029318835,2.277447863713021,0.27068861528595
2025-01-01 13:00:00,7.386404806426713,24.695526608117916,8.055885715360697,2.3442561849896726,0.247682498215629
2025-01-01 14:00:00,7.397015618780396,24.320345098851202,8.498844812773315,2.2459920927040358,0.32614857869484726
2025-01-01 15:00:00,7.359187728605143,24.500431961336492,8.237397757968694,2.2838731014845943,0.29642429953635085
2025-01-01 16:00:00,7.267967605470937,23.97029328370401,7.98234815358516,1.7935753620259045,0.23303648422573492
2025-01-01 17:00:00,7.460779563584984,24.446986130413915,8.370447462175546,1.9404193533939547,0.22415707917458405
2025-01-01 18:00:00,7.34918760619728,23.78063965979974,8.118461873332599,1.7030254060929353,0.2520648135428208
2025-01-01 19:00:00,7.341659649057871,23.609567905545237,8.896922268685879,1.93685359083889,0.39104836126331155
2025-01-01 20:00:00,7.297104612506154,25.261245843392295,8.574265562216633,2.205231497280422,0.4106638959005652
2025-01-01 21:00:00,7.239780846436789,24.74625157562186,8.369291491563391,2.040374985443674,0.31024945736544546
